id,case_no,status,firs,summary_en,primary_crime_type,latest_date
CASE_490,202500001,Acquitted,"[""FIR_490""]","The complainant, a woman walking near Temple Street, reported that two men on a motorcycle snatched her gold chain and sped away towards Station Road.",Chain Snatching,2025-12-20
CASE_491,202500002,Under Investigation,"[""FIR_491""]","A group gathered near Market area in violation of prohibitory orders, leading to a law and order situation.",Unlawful Assembly,2025-07-15
CASE_492,202400002,Under Investigation,"[""FIR_492""]","The victim was attacked with a corrosive substance by the accused near Ring Road, sustaining burn injuries.",Acid Attack,2024-03-14
CASE_493,202400002,Under Investigation,"[""FIR_493""]","The complainant reported that Manoj was found dead with injuries near Old Town, allegedly assaulted by his neighbour following a dispute over a family dispute.",Murder,2024-11-29
CASE_494,202500003,Convicted,"[""FIR_494""]",Police recovered an unlicensed firearm from the accused during a routine check near College Road.,Illegal Firearm Possession,2025-02-03
CASE_495,202500001,Under Investigation,"[""FIR_495""]",The complainant's confidential business data was allegedly copied and misused by a former employee.,Data Theft,2025-03-31
CASE_496,202400002,Charge Sheeted,"[""FIR_496""]","Unknown persons broke into the complainant's premises at Old Town at night and decamped with valuables worth Rs 404,000.",Burglary,2024-03-26
CASE_497,202500003,Under Investigation,"[""FIR_497""]",The complainant was robbed of cash and a mobile phone by unidentified persons near MG Road at knife-point.,Robbery,2025-11-01
CASE_498,202500002,Pending Trial,"[""FIR_498""]",The complainant was robbed of cash and a mobile phone by unidentified persons near Old Town at knife-point.,Robbery,2025-06-20
CASE_499,202400001,Pending Trial,"[""FIR_499""]","The complainant, a woman walking near Market area, reported that two men on a motorcycle snatched her gold chain and sped away towards Railway Station Road.",Chain Snatching,2024-12-17
CASE_500,202500001,Under Investigation,"[""FIR_500""]",The complainant reported an incident related to crimes against children occurring near Bus Stand Road. Investigation is underway to ascertain further facts.,Child Labour,2025-03-11
CASE_501,202400008,Under Investigation,"[""FIR_501""]",The complainant reported that her husband made unwelcome advances and passed lewd remarks towards her near Gandhi Nagar.,Sexual Harassment,2024-02-16
CASE_502,202600003,Acquitted,"[""FIR_502""]","The complainant's mobile phone was stolen from outside their residence at Station Road, valued at approximately Rs 270,000.",Theft,2026-06-23
CASE_503,202500004,Pending Trial,"[""FIR_503""]","The complainant clicked a fraudulent link received via SMS and lost Rs 419,000 from their bank account.",Phishing,2025-01-10
CASE_504,202400002,Charge Sheeted,"[""FIR_504""]","The complainant's bank account was debited for Rs 271,000 through fraudulent means allegedly involving the accused.",Bank Fraud,2024-05-07
CASE_505,202400009,Referred to Another PS,"[""FIR_505""]",The complainant stated that the accused has been following and contacting her repeatedly near Station Road despite objection.,Stalking,2024-02-10
CASE_506,202600001,Closed (Undetected),"[""FIR_506""]",The complainant reported an incident related to crimes against scs/sts occurring near New Extension. Investigation is underway to ascertain further facts.,Atrocity - Social Boycott,2026-06-02
CASE_507,202600001,Convicted,"[""FIR_507""]",The complainant reported an incident related to other ipc crimes occurring near Market area. Investigation is underway to ascertain further facts.,Defamation,2026-07-17
CASE_508,202500007,Under Investigation,"[""FIR_508""]",The complainant alleged repeated physical and mental harassment by his neighbour over dowry-related demands at their residence in Railway Station Road.,Domestic Violence,2025-07-12
CASE_509,202500003,Pending Trial,"[""FIR_509""]",The victim reported being sexually assaulted by the accused known to her near Old Town.,Rape,2025-08-17
CASE_510,202500003,Under Investigation,"[""FIR_510""]",The complainant reported that his neighbour made unwelcome advances and passed lewd remarks towards her near Main Bazaar.,Sexual Harassment,2025-08-18
CASE_511,202500001,Pending Trial,"[""FIR_511""]","The complainant stated that a known acquaintance assaulted them near Temple Street following an argument over a business partnership, causing hurt.",Assault,2025-11-25
CASE_512,202500007,Charge Sheeted,"[""FIR_512""]","The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 236,000.",Identity Theft,2025-12-11
CASE_513,202400001,Charge Sheeted,"[""FIR_513""]","A group gathered near Main Bazaar in violation of prohibitory orders, leading to a law and order situation.",Unlawful Assembly,2024-03-22
CASE_514,202500001,Charge Sheeted,"[""FIR_514""]","The complainant, a woman walking near MG Road, reported that two men on a motorcycle snatched her gold chain and sped away towards Station Road.",Chain Snatching,2025-11-24
CASE_515,202500001,Pending Trial,"[""FIR_515""]",The accused was found driving under the influence of alcohol near Station Road and was apprehended by a police patrol.,Drunken Driving,2025-03-07
CASE_516,202400001,Closed (False Case),"[""FIR_516""]",The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.,Cyber Stalking,2024-09-25
CASE_517,202500002,Closed (Undetected),"[""FIR_517""]",The complainant reported that their motorcycle parked near Industrial Layout was stolen overnight. The vehicle was not recovered at the time of registration.,Vehicle Theft,2025-12-16
CASE_518,202500001,Under Investigation,"[""FIR_518""]",The complainant reported that a known acquaintance made unwelcome advances and passed lewd remarks towards her near Old Town.,Sexual Harassment,2025-12-28
CASE_519,202500005,Pending Trial,"[""FIR_519""]",The complainant reported that the accused forged signatures on documents related to past enmity to gain wrongful benefit.,Forgery,2025-04-13
CASE_520,202400004,Charge Sheeted,"[""FIR_520""]",The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.,Cyber Stalking,2024-07-06
CASE_521,202400002,Under Investigation,"[""FIR_521""]","A group of persons allegedly assembled unlawfully near College Road and engaged in rioting, causing damage to property.",Rioting,2024-03-09
CASE_522,202500003,Under Investigation,"[""FIR_522""]",The accused attacked Nagaraj with a sharp weapon near Station Road following a quarrel over past enmity. The victim was rushed to hospital with grievous injuries.,Attempt to Murder,2025-03-18
CASE_523,202400010,Charge Sheeted,"[""FIR_523""]",The accused was apprehended near Church Street while allegedly peddling narcotic substances to local youth.,Drug Peddling,2024-08-24
CASE_524,202600002,Under Investigation,"[""FIR_524""]","The complainant reported that unknown persons broke into their house at Industrial Layout and stole gold jewellery worth Rs 134,000 and cash. The incident occurred while the family was away.",Theft,2026-03-03
CASE_525,202500003,Pending Trial,"[""FIR_525""]",The complainant reported that their car parked near Main Bazaar was stolen overnight. The vehicle was not recovered at the time of registration.,Vehicle Theft,2025-12-14
CASE_526,202500003,Under Investigation,"[""FIR_526""]",The accused was apprehended near Church Street while allegedly peddling narcotic substances to local youth.,Drug Peddling,2025-09-27
CASE_527,202500010,Under Investigation,"[""FIR_527""]","A group of armed persons robbed the complainant's shop at MG Road, decamping with cash and goods worth Rs 370,000.",Dacoity,2025-05-16
CASE_528,202400001,Under Investigation,"[""FIR_528""]","The complainant's bank account was debited for Rs 173,000 through fraudulent means allegedly involving the accused.",Bank Fraud,2024-06-12
CASE_529,202500002,Under Investigation,"[""FIR_529""]",The complainant stated that the accused has been following and contacting her repeatedly near Railway Station Road despite objection.,Stalking,2025-08-09
CASE_530,202400011,Charge Sheeted,"[""FIR_530""]",Information was received regarding a minor being transported from Bus Stand Road allegedly for trafficking purposes; the child was rescued.,Child Trafficking,2024-01-07
CASE_531,202500003,Charge Sheeted,"[""FIR_531""]","The complainant's laptop was stolen from outside their residence at Railway Station Road, valued at approximately Rs 442,000.",Theft,2025-07-03
CASE_532,202400002,Under Investigation,"[""FIR_532""]","The victim was attacked with a corrosive substance by the accused near Market area, sustaining burn injuries.",Acid Attack,2024-06-16
CASE_533,202400005,Closed (Undetected),"[""FIR_533""]","A group gathered near Industrial Layout in violation of prohibitory orders, leading to a law and order situation.",Unlawful Assembly,2024-08-24
CASE_534,202600001,Under Investigation,"[""FIR_534""]",Police intercepted the accused near Bus Stand Road and recovered 2.6 kg of ganja from their possession.,Ganja Possession,2026-05-22
CASE_535,202500001,Pending Trial,"[""FIR_535""]","The complainant, a woman walking near Temple Street, reported that two men on a motorcycle snatched her gold chain and sped away towards Church Street.",Chain Snatching,2025-03-22
CASE_536,202600002,Under Investigation,"[""FIR_536""]","A group of armed persons robbed the complainant's shop at Old Town, decamping with cash and goods worth Rs 436,000.",Dacoity,2026-06-12
CASE_537,202600001,Charge Sheeted,"[""FIR_537""]",The victim was hit by an unidentified vehicle near New Extension and sustained injuries; the driver fled the scene.,Hit and Run,2026-01-05
CASE_538,202400001,Under Investigation,"[""FIR_538""]",The complainant reported an incident related to other ipc crimes occurring near Market area. Investigation is underway to ascertain further facts.,Mischief,2024-01-30
CASE_539,202500003,Under Investigation,"[""FIR_539""]",Police intercepted the accused near Old Town and recovered 10.9 kg of ganja from their possession.,Ganja Possession,2025-05-07
CASE_540,202400002,Under Investigation,"[""FIR_540""]","The complainant stated that her in-laws assaulted them near Market area following an argument over a property dispute, causing hurt.",Assault,2024-03-30
CASE_541,202500001,Under Investigation,"[""FIR_541""]","The complainant reported that the accused was driving a vehicle rashly near Market area, endangering pedestrians.",Rash Driving,2025-06-21
CASE_542,202400001,Pending Trial,"[""FIR_542""]",Police intercepted the accused near Ring Road and recovered 0.8 kg of ganja from their possession.,Ganja Possession,2024-04-15
CASE_543,202400002,Charge Sheeted,"[""FIR_543""]","The complainant clicked a fraudulent link received via SMS and lost Rs 294,000 from their bank account.",Phishing,2024-02-01
CASE_544,202400001,Pending Trial,"[""FIR_544""]",The complainant reported that their minor child has been missing since leaving for Church Street and has not returned home.,Missing Child,2024-08-01
CASE_545,202400005,Closed (Undetected),"[""FIR_545""]",The complainant reported that his neighbour made unwelcome advances and passed lewd remarks towards her near Industrial Layout.,Sexual Harassment,2024-12-08
CASE_546,202400001,Under Investigation,"[""FIR_546""]","The complainant reported that unknown persons broke into their house at Industrial Layout and stole gold jewellery worth Rs 363,000 and cash. The incident occurred while the family was away.",Theft,2024-08-07
CASE_547,202500001,Charge Sheeted,"[""FIR_547""]",The accused attacked Manoj with a sharp weapon near Main Bazaar following a quarrel over a business partnership. The victim was rushed to hospital with grievous injuries.,Attempt to Murder,2025-08-29
CASE_548,202600004,Under Investigation,"[""FIR_548""]",The complainant reported an incident related to environmental offences occurring near MG Road. Investigation is underway to ascertain further facts.,Illegal Tree Felling,2026-07-04
CASE_549,202600005,Referred to Another PS,"[""FIR_549""]","The complainant clicked a fraudulent link received via SMS and lost Rs 100,000 from their bank account.",Phishing,2026-04-04
CASE_550,202500009,Under Investigation,"[""FIR_550""]",The complainant alleged repeated physical and mental harassment by her husband over dowry-related demands at their residence in Station Road.,Domestic Violence,2025-01-18
CASE_551,202600001,Pending Trial,"[""FIR_551""]",Information was received regarding a minor being transported from Industrial Layout allegedly for trafficking purposes; the child was rescued.,Child Trafficking,2026-01-13
CASE_552,202400001,Charge Sheeted,"[""FIR_552""]",Police intercepted the accused near Bus Stand Road and recovered 7.9 kg of ganja from their possession.,Ganja Possession,2024-01-05
CASE_553,202500001,Under Investigation,"[""FIR_553""]",The complainant reported that the minor victim was subjected to abuse by her in-laws at Old Town.,Child Abuse,2025-08-15
CASE_554,202600002,Under Investigation,"[""FIR_554""]","The victim was attacked with a corrosive substance by the accused near Market area, sustaining burn injuries.",Acid Attack,2026-01-24
CASE_555,202600001,Convicted,"[""FIR_555""]",The complainant stated that the accused has been following and contacting her repeatedly near APMC Yard despite objection.,Stalking,2026-07-16
CASE_556,202500008,Convicted,"[""FIR_556""]","The complainant reported that unknown persons broke into their house at Old Town and stole gold jewellery worth Rs 164,000 and cash. The incident occurred while the family was away.",Theft,2025-07-15
CASE_557,202500002,Pending Trial,"[""FIR_557""]",The victim sustained grievous injuries after being attacked with a sharp weapon by a known acquaintance near Temple Street over land boundary issues.,Grievous Hurt,2025-04-30
CASE_558,202500001,Under Investigation,"[""FIR_558""]",The complainant reported that their scooter parked near Main Bazaar was stolen overnight. The vehicle was not recovered at the time of registration.,Vehicle Theft,2025-09-21
CASE_559,202500001,Under Investigation,"[""FIR_559""]","The complainant reported that the accused was driving a vehicle rashly near Railway Station Road, endangering pedestrians.",Rash Driving,2025-07-11
CASE_560,202400006,Under Investigation,"[""FIR_560""]","The complainant's bank account was debited for Rs 285,000 through fraudulent means allegedly involving the accused.",Bank Fraud,2024-08-22
CASE_561,202600003,Under Investigation,"[""FIR_561""]",The complainant reported that their minor child has been missing since leaving for Bus Stand Road and has not returned home.,Missing Child,2026-04-07
CASE_562,202500010,Pending Trial,"[""FIR_562""]","The complainant reported that unknown persons broke into their house at Bus Stand Road and stole gold jewellery worth Rs 324,000 and cash. The incident occurred while the family was away.",Theft,2025-09-06
CASE_563,202400010,Referred to Another PS,"[""FIR_563""]",The complainant reported that their car parked near Industrial Layout was stolen overnight. The vehicle was not recovered at the time of registration.,Vehicle Theft,2024-06-03
CASE_564,202600001,Pending Trial,"[""FIR_564""]",The victim reported being sexually assaulted by the accused known to her near New Extension.,Rape,2026-06-19
CASE_565,202600001,Under Investigation,"[""FIR_565""]",The victim was hit by an unidentified vehicle near Gandhi Nagar and sustained injuries; the driver fled the scene.,Hit and Run,2026-03-23
CASE_566,202500004,Abated,"[""FIR_566""]","The complainant reported that Nagaraj died following an altercation with a known acquaintance near Gandhi Nagar, suspected to involve a property dispute.",Culpable Homicide,2025-01-14
CASE_567,202500001,Under Investigation,"[""FIR_567""]",The complainant reported that the minor victim was subjected to abuse by an unidentified assailant at Railway Station Road.,Child Abuse,2025-06-08
CASE_568,202600001,Charge Sheeted,"[""FIR_568""]","The complainant reported that Manoj died following an altercation with a former business partner near Station Road, suspected to involve a property dispute.",Culpable Homicide,2026-05-04
CASE_569,202500009,Under Investigation,"[""FIR_569""]","The complainant reported that the accused was driving a vehicle rashly near Ring Road, endangering pedestrians.",Rash Driving,2025-03-19
CASE_570,202500001,Under Investigation,"[""FIR_570""]",The complainant reported that her husband made unwelcome advances and passed lewd remarks towards her near Market area.,Sexual Harassment,2025-03-13
CASE_571,202500011,Under Investigation,"[""FIR_571""]","The complainant, a woman walking near Railway Station Road, reported that two men on a motorcycle snatched her gold chain and sped away towards MG Road.",Chain Snatching,2025-02-08
CASE_572,202600001,Under Investigation,"[""FIR_572""]","The complainant clicked a fraudulent link received via SMS and lost Rs 215,000 from their bank account.",Phishing,2026-06-20
CASE_573,202500008,Closed (False Case),"[""FIR_573""]",The victim Manoj was fatally attacked with a iron rod by the accused near Industrial Layout. The motive is suspected to be land boundary issues.,Murder,2025-05-11
CASE_574,202600002,Compromised,"[""FIR_574""]",The accused was found driving under the influence of alcohol near Market area and was apprehended by a police patrol.,Drunken Driving,2026-07-16
CASE_575,202400004,Pending Trial,"[""FIR_575""]","A group of armed persons robbed the complainant's shop at College Road, decamping with cash and goods worth Rs 182,000.",Dacoity,2024-09-20
CASE_576,202400002,Charge Sheeted,"[""FIR_576""]",The accused attacked Nagaraj with a iron rod near Church Street following a quarrel over an extramarital affair suspicion. The victim was rushed to hospital with grievous injuries.,Attempt to Murder,2024-04-27
CASE_577,202500001,Under Investigation,"[""FIR_577""]","The complainant reported that Manoj died following an altercation with her husband near MG Road, suspected to involve a property dispute.",Culpable Homicide,2025-07-27
CASE_578,202500001,Pending Trial,"[""FIR_578""]",The victim sustained grievous injuries after being attacked with a wooden stick by an unidentified assailant near Temple Street over a family dispute.,Grievous Hurt,2025-11-09
CASE_579,202500001,Charge Sheeted,"[""FIR_579""]",The victim Kavya died under suspicious circumstances at her matrimonial home. The complainant alleges harassment for dowry by an unidentified assailant.,Dowry Death,2025-05-13
CASE_580,202400003,Charge Sheeted,"[""FIR_580""]",The accused attacked Nagaraj with a iron rod near Church Street following a quarrel over a financial transaction. The victim was rushed to hospital with grievous injuries.,Attempt to Murder,2024-09-24
CASE_581,202400001,Charge Sheeted,"[""FIR_581""]",The complainant reported an incident related to arms act offences occurring near MG Road. Investigation is underway to ascertain further facts.,Illegal Arms Manufacturing,2024-03-04
CASE_582,202500004,Under Investigation,"[""FIR_582""]","The complainant reported that Anitha died following an altercation with a former business partner near Temple Street, suspected to involve a property dispute.",Culpable Homicide,2025-06-13
CASE_583,202400012,Under Investigation,"[""FIR_583""]","The complainant clicked a fraudulent link received via SMS and lost Rs 226,000 from their bank account.",Phishing,2024-05-30
CASE_584,202400001,Pending Trial,"[""FIR_584""]",The complainant's confidential business data was allegedly copied and misused by a former employee.,Data Theft,2024-03-03
CASE_585,202600002,Acquitted,"[""FIR_585""]",The complainant alleged repeated physical and mental harassment by her husband over dowry-related demands at their residence in Market area.,Domestic Violence,2026-04-25
CASE_586,202400001,Under Investigation,"[""FIR_586""]",The complainant reported that the minor victim was subjected to abuse by a known acquaintance at College Road.,Child Abuse,2024-02-20
CASE_587,202500005,Referred to Another PS,"[""FIR_587""]",The complainant reported that the accused forged signatures on documents related to a business partnership to gain wrongful benefit.,Forgery,2025-05-22
CASE_588,202500001,Charge Sheeted,"[""FIR_588""]","Unknown persons broke into the complainant's premises at College Road at night and decamped with valuables worth Rs 249,000.",Burglary,2025-08-17
CASE_589,202400009,Pending Trial,"[""FIR_589""]","The complainant stated that his neighbour assaulted them near New Extension following an argument over unpaid loan, causing hurt.",Assault,2024-05-18
CASE_590,202400002,Charge Sheeted,"[""FIR_590""]",Information was received regarding a minor being transported from Main Bazaar allegedly for trafficking purposes; the child was rescued.,Child Trafficking,2024-07-18
CASE_591,202600002,Closed (False Case),"[""FIR_591""]",The victim sustained grievous injuries after being attacked with a sharp weapon by a known acquaintance near New Extension over land boundary issues.,Grievous Hurt,2026-05-27
CASE_592,202600002,Pending Trial,"[""FIR_592""]",The complainant alleged repeated physical and mental harassment by his neighbour over dowry-related demands at their residence in Gandhi Nagar.,Domestic Violence,2026-01-05
CASE_593,202500001,Compromised,"[""FIR_593""]",The accused was apprehended near Railway Station Road while allegedly peddling narcotic substances to local youth.,Drug Peddling,2025-12-30
CASE_594,202500003,Charge Sheeted,"[""FIR_594""]",The victim Deepa was fatally attacked with a iron rod by the accused near Market area. The motive is suspected to be unpaid loan.,Murder,2025-12-05
CASE_595,202600001,Under Investigation,"[""FIR_595""]","The complainant's mobile phone was stolen from outside their residence at College Road, valued at approximately Rs 179,000.",Theft,2026-04-27
CASE_596,202400001,Charge Sheeted,"[""FIR_596""]",The complainant reported an incident related to sexual offences occurring near Old Town. Investigation is underway to ascertain further facts.,Gang Rape,2024-04-15
CASE_597,202400001,Charge Sheeted,"[""FIR_597""]","Unknown persons broke into the complainant's premises at Railway Station Road at night and decamped with valuables worth Rs 226,000.",Burglary,2024-11-23
CASE_598,202600002,Under Investigation,"[""FIR_598""]","The complainant paid an advance of Rs 435,000 to the accused for land boundary issues which was never delivered as promised.",Cheating,2026-06-05
CASE_599,202400002,Acquitted,"[""FIR_599""]",The accused attacked Anitha with a sharp weapon near Station Road following a quarrel over unpaid loan. The victim was rushed to hospital with grievous injuries.,Attempt to Murder,2024-01-15
CASE_600,202500001,Under Investigation,"[""FIR_600""]","The victim was attacked with a corrosive substance by the accused near College Road, sustaining burn injuries.",Acid Attack,2025-06-05
CASE_601,202500001,Pending Trial,"[""FIR_601""]","A group of armed persons robbed the complainant's shop at New Extension, decamping with cash and goods worth Rs 18,000.",Dacoity,2025-11-09
CASE_602,202500001,Under Investigation,"[""FIR_602""]",The victim Deepa died under suspicious circumstances at her matrimonial home. The complainant alleges harassment for dowry by a former business partner.,Dowry Death,2025-08-23
CASE_603,202500012,Convicted,"[""FIR_603""]",The accused attacked Lakshmi with a sharp weapon near Temple Street following a quarrel over a property dispute. The victim was rushed to hospital with grievous injuries.,Attempt to Murder,2025-08-02
CASE_604,202400003,Pending Trial,"[""FIR_604""]","The complainant reported that Kavya died following an altercation with a known acquaintance near Church Street, suspected to involve a property dispute.",Culpable Homicide,2024-08-27
CASE_605,202400003,Under Investigation,"[""FIR_605""]","Unknown persons broke into the complainant's premises at Church Street at night and decamped with valuables worth Rs 406,000.",Burglary,2024-01-07
CASE_606,202500004,Closed (False Case),"[""FIR_606""]",The victim sustained grievous injuries after being attacked with a knife by her in-laws near Ring Road over a business partnership.,Grievous Hurt,2025-03-19
CASE_607,202600001,Closed (Undetected),"[""FIR_607""]",The complainant stated that the accused has been following and contacting her repeatedly near Temple Street despite objection.,Stalking,2026-05-16
CASE_608,202600002,Charge Sheeted,"[""FIR_608""]",The accused was found driving under the influence of alcohol near Gandhi Nagar and was apprehended by a police patrol.,Drunken Driving,2026-02-14
CASE_609,202600002,Convicted,"[""FIR_609""]","The complainant reported that Deepa died following an altercation with her in-laws near New Extension, suspected to involve unpaid loan.",Culpable Homicide,2026-01-06
CASE_610,202500005,Under Investigation,"[""FIR_610""]",The complainant stated that the accused has been following and contacting her repeatedly near Main Bazaar despite objection.,Stalking,2025-07-14
CASE_611,202400007,Charge Sheeted,"[""FIR_611""]","A group of armed persons robbed the complainant's shop at Old Town, decamping with cash and goods worth Rs 188,000.",Dacoity,2024-04-11
CASE_612,202500004,Pending Trial,"[""FIR_612""]",Police intercepted the accused near Market area and recovered 2.9 kg of ganja from their possession.,Ganja Possession,2025-07-20
CASE_613,202400013,Pending Trial,"[""FIR_613""]","The complainant paid an advance of Rs 64,000 to the accused for an extramarital affair suspicion which was never delivered as promised.",Cheating,2024-03-07
CASE_614,202400011,Under Investigation,"[""FIR_614""]",The complainant reported an incident related to other ipc crimes occurring near MG Road. Investigation is underway to ascertain further facts.,Defamation,2024-11-27
CASE_615,202400001,Under Investigation,"[""FIR_615""]","The complainant paid an advance of Rs 187,000 to the accused for a family dispute which was never delivered as promised.",Cheating,2024-06-13
CASE_616,202400001,Under Investigation,"[""FIR_616""]","The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 298,000.",Identity Theft,2024-07-06
CASE_617,202500009,Convicted,"[""FIR_617""]",The complainant reported that their scooter parked near MG Road was stolen overnight. The vehicle was not recovered at the time of registration.,Vehicle Theft,2025-10-08
CASE_618,202600001,Closed (Undetected),"[""FIR_618""]",The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.,Cyber Stalking,2026-01-13
CASE_619,202400002,Under Investigation,"[""FIR_619""]",The complainant reported that her in-laws made unwelcome advances and passed lewd remarks towards her near APMC Yard.,Sexual Harassment,2024-05-30
CASE_620,202400003,Charge Sheeted,"[""FIR_620""]",The accused attacked Nagaraj with a iron rod near Temple Street following a quarrel over a family dispute. The victim was rushed to hospital with grievous injuries.,Attempt to Murder,2024-09-13
CASE_621,202600002,Abated,"[""FIR_621""]","The complainant reported that the accused was driving a vehicle rashly near Temple Street, endangering pedestrians.",Rash Driving,2026-02-27
CASE_622,202500003,Under Investigation,"[""FIR_622""]",The accused was found driving under the influence of alcohol near Temple Street and was apprehended by a police patrol.,Drunken Driving,2025-08-18
CASE_623,202400004,Charge Sheeted,"[""FIR_623""]","A group of armed persons robbed the complainant's shop at Old Town, decamping with cash and goods worth Rs 346,000.",Dacoity,2024-03-03
CASE_624,202600001,Pending Trial,"[""FIR_624""]","A police patrol near College Road intercepted a vehicle and recovered narcotic substances weighing 7.1 kg, suspected to be in transit for sale.",NDPS Trafficking,2026-07-17
CASE_625,202400002,Charge Sheeted,"[""FIR_625""]",The victim Kavya was fatally attacked with a knife by the accused near Railway Station Road. The motive is suspected to be a financial transaction.,Murder,2024-11-03
CASE_626,202600001,Charge Sheeted,"[""FIR_626""]","The complainant reported that Deepa was found dead with injuries near Railway Station Road, allegedly assaulted by his neighbour following a dispute over past enmity.",Murder,2026-02-15
CASE_627,202500002,Under Investigation,"[""FIR_627""]",The complainant was robbed of cash and a mobile phone by unidentified persons near Temple Street at knife-point.,Robbery,2025-07-09
CASE_628,202400001,Charge Sheeted,"[""FIR_628""]","The complainant paid an advance of Rs 392,000 to the accused for an extramarital affair suspicion which was never delivered as promised.",Cheating,2024-04-26
CASE_629,202500001,Charge Sheeted,"[""FIR_629""]",The complainant reported that her in-laws made unwelcome advances and passed lewd remarks towards her near Old Town.,Sexual Harassment,2025-06-09
CASE_630,202400003,Pending Trial,"[""FIR_630""]",The victim Lakshmi died under suspicious circumstances at her matrimonial home. The complainant alleges harassment for dowry by a former business partner.,Dowry Death,2024-01-29
CASE_631,202600001,Under Investigation,"[""FIR_631""]","The complainant alleged that the accused, entrusted with funds of Rs 191,000 for past enmity, misappropriated the amount.",Criminal Breach of Trust,2026-05-02
CASE_632,202400002,Charge Sheeted,"[""FIR_632""]","The complainant's bank account was debited for Rs 141,000 through fraudulent means allegedly involving the accused.",Bank Fraud,2024-06-30
CASE_633,202600003,Charge Sheeted,"[""FIR_633""]",The complainant stated that the accused has been following and contacting her repeatedly near College Road despite objection.,Stalking,2026-07-14
CASE_634,202600004,Referred to Another PS,"[""FIR_634""]","A group of armed persons robbed the complainant's shop at Railway Station Road, decamping with cash and goods worth Rs 28,000.",Dacoity,2026-05-12
CASE_635,202500006,Charge Sheeted,"[""FIR_635""]",The complainant's confidential business data was allegedly copied and misused by a former employee.,Data Theft,2025-09-29
CASE_636,202400002,Charge Sheeted,"[""FIR_636""]",The victim was hit by an unidentified vehicle near MG Road and sustained injuries; the driver fled the scene.,Hit and Run,2024-05-27
CASE_637,202500011,Charge Sheeted,"[""FIR_637""]","The complainant paid an advance of Rs 330,000 to the accused for a business partnership which was never delivered as promised.",Cheating,2025-08-20
CASE_638,202600001,Pending Trial,"[""FIR_638""]",The accused was found driving under the influence of alcohol near Station Road and was apprehended by a police patrol.,Drunken Driving,2026-05-11
CASE_639,202500003,Under Investigation,"[""FIR_639""]",The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.,Cyber Stalking,2025-06-16
CASE_640,202500002,Under Investigation,"[""FIR_640""]","A police patrol near Old Town intercepted a vehicle and recovered narcotic substances weighing 1.3 kg, suspected to be in transit for sale.",NDPS Trafficking,2025-04-20
CASE_641,202400002,Under Investigation,"[""FIR_641""]","The complainant clicked a fraudulent link received via SMS and lost Rs 415,000 from their bank account.",Phishing,2024-09-02
CASE_642,202400002,Under Investigation,"[""FIR_642""]","The complainant reported that unknown persons broke into their house at Church Street and stole gold jewellery worth Rs 325,000 and cash. The incident occurred while the family was away.",Theft,2024-03-22
CASE_643,202400002,Under Investigation,"[""FIR_643""]",The complainant reported an incident related to environmental offences occurring near Gandhi Nagar. Investigation is underway to ascertain further facts.,Illegal Tree Felling,2024-11-22
CASE_644,202500002,Under Investigation,"[""FIR_644""]","The complainant, a woman walking near Whitefield Main Road, reported that two men on a motorcycle snatched her gold chain and sped away towards ITPL Road. CCTV footage is being reviewed; the MO matches similar chain-snatching incidents reported recently in the city.",Chain Snatching,2025-02-09
CASE_645,202400014,Acquitted,"[""FIR_645""]","The complainant reported that the accused was driving a vehicle rashly near New Extension, endangering pedestrians.",Rash Driving,2024-10-22
CASE_646,202500002,Under Investigation,"[""FIR_646""]",The complainant reported an incident related to environmental offences occurring near Ring Road. Investigation is underway to ascertain further facts.,Illegal Tree Felling,2025-12-20
CASE_647,202500002,Charge Sheeted,"[""FIR_647""]","A group gathered near College Road in violation of prohibitory orders, leading to a law and order situation.",Unlawful Assembly,2025-08-15
CASE_648,202400001,Pending Trial,"[""FIR_648""]","The complainant clicked a fraudulent link received via SMS and lost Rs 215,000 from their bank account.",Phishing,2024-02-18
CASE_649,202400002,Under Investigation,"[""FIR_649""]",The victim Suresh died under suspicious circumstances at her matrimonial home. The complainant alleges harassment for dowry by a former business partner.,Dowry Death,2024-09-22
CASE_650,202500001,Closed (False Case),"[""FIR_650""]",The victim sustained grievous injuries after being attacked with a wooden stick by her husband near Temple Street over a business partnership.,Grievous Hurt,2025-01-01
CASE_651,202400004,Under Investigation,"[""FIR_651""]","A police patrol near Old Town intercepted a vehicle and recovered narcotic substances weighing 1.7 kg, suspected to be in transit for sale.",NDPS Trafficking,2024-11-15
CASE_652,202500004,Under Investigation,"[""FIR_652""]","The complainant reported that unknown persons broke into their house at Railway Station Road and stole gold jewellery worth Rs 201,000 and cash. The incident occurred while the family was away.",Theft,2025-01-16
CASE_653,202600003,Compromised,"[""FIR_653""]",The complainant reported an incident related to crimes against children occurring near Main Bazaar. Investigation is underway to ascertain further facts.,Child Labour,2026-04-12
CASE_654,202500001,Convicted,"[""FIR_654""]",The complainant was robbed of cash and a mobile phone by unidentified persons near Church Street at knife-point.,Robbery,2025-11-18
