CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
215,300090136202500001,202500001,2025-12-17,165,136,3,2,1,2,8,,2025-12-11 00:00:00,2025-12-11 00:00:00,2025-12-13 00:00:00,13.308282,75.778344,The accused attacked Anitha with a sharp weapon near Market area following a quarrel over a business partnership. The victim was rushed to hospital with grievous injuries.
216,100050117202400004,202400004,2024-08-23,185,117,1,2,2,8,5,,2024-08-16 00:00:00,2024-08-17 00:00:00,2024-08-19 00:00:00,12.97369,77.659777,"A group of armed persons robbed the complainant's shop at Ring Road, decamping with cash and goods worth Rs 187,000."
217,100140149202500001,202500001,2025-02-12,12,149,1,2,4,18,9,,2025-02-08 00:00:00,2025-02-08 00:00:00,2025-02-11 00:00:00,15.483899,75.596391,The complainant reported an incident related to crimes against children occurring near MG Road. Investigation is underway to ascertain further facts.
218,100110142202500001,202500001,2025-05-10,193,142,1,2,11,40,8,,2025-05-07 00:00:00,2025-05-07 00:00:00,2025-05-07 00:00:00,12.899684,74.8582,"The complainant reported that the accused was driving a vehicle rashly near Temple Street, endangering pedestrians."
219,100060130202500002,202500002,2025-03-21,179,130,1,2,7,30,2,7,2025-03-14 00:00:00,2025-03-15 00:00:00,2025-03-17 00:00:00,17.934996,77.528774,The complainant's confidential business data was allegedly copied and misused by a former employee.
220,400220169202500001,202500001,2025-09-26,68,169,4,3,9,36,7,37,2025-09-19 00:00:00,2025-09-20 00:00:00,2025-09-23 00:00:00,12.345999,76.668867,The complainant reported an incident related to arms act offences occurring near Station Road. Investigation is underway to ascertain further facts.
221,100050121202400001,202400001,2024-12-07,35,121,1,2,6,24,1,,2024-12-02 00:00:00,2024-12-02 00:00:00,2024-12-04 00:00:00,12.996409,77.509306,"The complainant alleged that the accused, entrusted with funds of Rs 30,000 for past enmity, misappropriated the amount."
222,100260176202400004,202400004,2024-05-01,120,176,1,2,2,7,3,27,2024-04-26 00:00:00,2024-04-27 00:00:00,2024-04-30 00:00:00,13.318761,77.112818,The complainant was robbed of cash and a mobile phone by unidentified persons near College Road at knife-point.
223,500110141202400001,202400001,2024-01-07,164,141,5,2,2,6,2,12,2024-01-01 00:00:00,2024-01-03 00:00:00,2024-01-05 00:00:00,12.884978,74.852699,"The complainant reported that unknown persons broke into their house at Industrial Layout and stole gold jewellery worth Rs 389,000 and cash. The incident occurred while the family was away."
224,200050117202500001,202500001,2025-12-07,158,117,2,2,10,38,1,,2025-12-03 00:00:00,2025-12-05 00:00:00,2025-12-05 00:00:00,13.079026,77.549502,"A group gathered near Temple Street in violation of prohibitory orders, leading to a law and order situation."
225,300040113202500001,202500001,2025-11-21,176,113,3,2,7,27,2,5,2025-11-19 00:00:00,2025-11-21 00:00:00,2025-11-21 00:00:00,13.264594,77.653634,"The complainant received a call from an unknown person claiming to be a bank official, who obtained OTP details and transferred Rs 30,000 from the complainant's account."
226,200050116202400001,202400001,2024-06-15,10,116,2,3,2,55,7,40,2024-06-13 00:00:00,2024-06-13 00:00:00,2024-06-13 00:00:00,13.09035,77.530709,"The complainant, a woman walking near Station Road, reported that two men on a motorcycle snatched her gold chain and sped away towards Temple Street."
227,100050124202500001,202500001,2025-06-17,133,124,1,2,1,5,7,35,2025-06-12 00:00:00,2025-06-12 00:00:00,2025-06-13 00:00:00,13.008357,77.508085,The victim sustained grievous injuries after being attacked with a knife by an unidentified assailant near Station Road over unpaid loan.
228,800050125202400001,202400001,2024-08-12,163,125,8,1,11,40,5,,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-08 00:00:00,13.041238,77.578516,"The complainant reported that the accused was driving a vehicle rashly near Station Road, endangering pedestrians."
229,100130148202500002,202500002,2025-02-20,136,148,1,2,1,3,3,14,2025-02-16 00:00:00,2025-02-18 00:00:00,2025-02-19 00:00:00,15.44188,75.055583,"The complainant reported that Anitha died following an altercation with her husband near APMC Yard, suspected to involve a property dispute."
230,200110139202600001,202600001,2026-03-29,167,139,2,1,12,45,2,39,2026-03-26 00:00:00,2026-03-26 00:00:00,2026-03-29 00:00:00,12.887221,74.869939,The complainant reported an incident related to environmental offences occurring near APMC Yard. Investigation is underway to ascertain further facts.
231,100030107202600001,202600001,2026-04-24,40,107,1,2,2,55,1,,2026-04-20 00:00:00,2026-04-20 00:00:00,2026-04-23 00:00:00,15.837985,74.592161,"The complainant, a woman walking near New Extension, reported that two men on a motorcycle snatched her gold chain and sped away towards Railway Station Road."
232,100260176202500004,202500004,2025-07-15,52,176,1,1,2,9,1,,2025-07-10 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,13.390787,77.119209,"Unknown persons broke into the complainant's premises at Market area at night and decamped with valuables worth Rs 440,000."
233,100250175202400002,202400002,2024-11-23,125,175,1,3,3,15,1,,2024-11-23 00:00:00,2024-11-24 00:00:00,2024-11-23 00:00:00,13.902956,75.57435,"The victim was attacked with a corrosive substance by the accused near Industrial Layout, sustaining burn injuries."
234,100120145202500001,202500001,2025-07-10,137,145,1,2,6,24,1,,2025-07-03 00:00:00,2025-07-05 00:00:00,2025-07-08 00:00:00,14.446698,75.887095,"The complainant alleged that the accused, entrusted with funds of Rs 307,000 for an extramarital affair suspicion, misappropriated the amount."
235,100280178202400002,202400002,2024-09-09,9,178,1,2,7,30,1,,2024-09-02 00:00:00,2024-09-02 00:00:00,2024-09-09 00:00:00,14.809386,74.737585,The complainant's confidential business data was allegedly copied and misused by a former employee.
236,100030106202500001,202500001,2025-07-14,77,106,1,2,8,32,7,4,2025-07-12 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,15.855333,74.565433,Police intercepted the accused near Ring Road and recovered 8.9 kg of ganja from their possession.
237,200220172202400001,202400001,2024-08-20,114,172,2,2,2,9,1,,2024-08-15 00:00:00,2024-08-15 00:00:00,2024-08-19 00:00:00,12.338126,76.606514,"Unknown persons broke into the complainant's premises at Temple Street at night and decamped with valuables worth Rs 299,000."
238,100210163202500002,202500002,2025-06-04,198,163,1,2,3,14,3,1,2025-05-28 00:00:00,2025-05-28 00:00:00,2025-05-31 00:00:00,12.527326,76.89732,The complainant stated that the accused has been following and contacting her repeatedly near Gandhi Nagar despite objection.
239,100030109202400002,202400002,2024-04-21,143,109,1,1,7,28,2,1,2024-04-16 00:00:00,2024-04-17 00:00:00,2024-04-17 00:00:00,15.876418,74.563645,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 174,000."
240,400050126202500001,202500001,2025-03-01,42,126,4,2,2,7,1,,2025-02-24 00:00:00,2025-02-26 00:00:00,2025-02-27 00:00:00,12.960679,77.65202,The complainant was robbed of cash and a mobile phone by unidentified persons near APMC Yard at knife-point.
241,100220165202600002,202600002,2026-07-06,166,165,1,2,2,9,1,,2026-07-02 00:00:00,2026-07-03 00:00:00,2026-07-03 00:00:00,12.306867,76.63653,"Unknown persons broke into the complainant's premises at Main Bazaar at night and decamped with valuables worth Rs 59,000."
242,100220166202400001,202400001,2024-05-14,190,166,1,3,11,40,1,,2024-05-12 00:00:00,2024-05-13 00:00:00,2024-05-14 00:00:00,12.34561,76.624424,"The complainant reported that the accused was driving a vehicle rashly near APMC Yard, endangering pedestrians."
243,100010103202400001,202400001,2024-12-06,72,103,1,1,2,9,2,1,2024-12-03 00:00:00,2024-12-04 00:00:00,2024-12-06 00:00:00,16.124942,75.672898,"Unknown persons broke into the complainant's premises at Main Bazaar at night and decamped with valuables worth Rs 279,000."
244,100050115202400004,202400004,2024-07-22,162,115,1,2,8,33,1,,2024-07-19 00:00:00,2024-07-20 00:00:00,2024-07-20 00:00:00,13.078203,77.540058,"A police patrol near Bus Stand Road intercepted a vehicle and recovered narcotic substances weighing 9.5 kg, suspected to be in transit for sale."
245,400140149202400001,202400001,2024-06-01,112,149,4,2,6,26,1,,2024-05-26 00:00:00,2024-05-27 00:00:00,2024-05-30 00:00:00,15.467482,75.606138,"The complainant's bank account was debited for Rs 361,000 through fraudulent means allegedly involving the accused."
246,100140149202500002,202500002,2025-09-07,112,149,1,1,6,23,7,15,2025-08-31 00:00:00,2025-09-02 00:00:00,2025-09-07 00:00:00,15.419259,75.637872,"The complainant paid an advance of Rs 90,000 to the accused for a family dispute which was never delivered as promised."
247,100040112202400001,202400001,2024-09-16,55,112,1,2,3,11,2,5,2024-09-15 00:00:00,2024-09-16 00:00:00,2024-09-16 00:00:00,13.239157,77.59895,The victim Nagaraj died under suspicious circumstances at her matrimonial home. The complainant alleges harassment for dowry by his neighbour.
248,300270177202500001,202500001,2025-09-23,75,177,3,1,1,5,2,1,2025-09-20 00:00:00,2025-09-20 00:00:00,2025-09-20 00:00:00,13.307422,74.695649,The victim sustained grievous injuries after being attacked with a iron rod by her husband near APMC Yard over unpaid loan.
249,100080133202600001,202600001,2026-03-30,74,133,1,1,6,26,3,9,2026-03-27 00:00:00,2026-03-28 00:00:00,2026-03-28 00:00:00,13.384077,77.759723,"The complainant's bank account was debited for Rs 267,000 through fraudulent means allegedly involving the accused."
250,400050116202400002,202400002,2024-09-21,10,116,4,2,3,14,1,,2024-09-15 00:00:00,2024-09-15 00:00:00,2024-09-18 00:00:00,12.974286,77.694378,The complainant stated that the accused has been following and contacting her repeatedly near College Road despite objection.
251,100220165202500006,202500006,2025-08-27,139,165,1,2,1,1,6,,2025-08-22 00:00:00,2025-08-22 00:00:00,2025-08-23 00:00:00,12.322416,76.682555,The victim Kavya was fatally attacked with a wooden stick by the accused near Ring Road. The motive is suspected to be a financial transaction.
252,100130148202500003,202500003,2025-08-16,8,148,1,2,5,20,2,14,2025-08-09 00:00:00,2025-08-11 00:00:00,2025-08-12 00:00:00,15.450513,74.97995,"The complainant, belonging to a Scheduled Caste, alleged physical assault and caste-based abuse by her in-laws near College Road."
253,200260176202500001,202500001,2025-02-26,120,176,2,2,8,32,1,,2025-02-22 00:00:00,2025-02-23 00:00:00,2025-02-24 00:00:00,13.381161,77.093752,Police intercepted the accused near Gandhi Nagar and recovered 3.7 kg of ganja from their possession.
254,100170155202500002,202500002,2025-10-28,1,155,1,2,2,9,1,,2025-10-25 00:00:00,2025-10-26 00:00:00,2025-10-26 00:00:00,17.357021,76.790811,"Unknown persons broke into the complainant's premises at Industrial Layout at night and decamped with valuables worth Rs 232,000."
255,100270177202400001,202400001,2024-07-03,75,177,1,1,2,8,4,1,2024-06-26 00:00:00,2024-06-28 00:00:00,2024-07-02 00:00:00,13.398173,74.782384,"A group of armed persons robbed the complainant's shop at Church Street, decamping with cash and goods worth Rs 50,000."
256,400200162202600001,202600001,2026-03-30,14,162,4,2,2,7,10,,2026-03-30 00:00:00,2026-04-01 00:00:00,2026-03-30 00:00:00,15.358718,76.092742,The complainant was robbed of cash and a mobile phone by unidentified persons near New Extension at knife-point.
257,100220165202400003,202400003,2024-07-22,139,165,1,2,14,50,10,,2024-07-17 00:00:00,2024-07-19 00:00:00,2024-07-21 00:00:00,12.337322,76.695197,The complainant reported that the accused outraged her modesty near Temple Street.
258,100220165202600003,202600003,2026-06-11,139,165,1,1,3,13,1,,2026-06-07 00:00:00,2026-06-07 00:00:00,2026-06-11 00:00:00,12.32764,76.603068,The complainant reported that his neighbour made unwelcome advances and passed lewd remarks towards her near Main Bazaar.
259,800050116202600001,202600001,2026-03-19,10,116,8,1,1,5,1,,2026-03-15 00:00:00,2026-03-17 00:00:00,2026-03-17 00:00:00,13.058808,77.581711,The victim sustained grievous injuries after being attacked with a iron rod by a known acquaintance near Market area over unpaid loan.
260,100030109202500001,202500001,2025-09-28,13,109,1,2,7,30,2,1,2025-09-23 00:00:00,2025-09-25 00:00:00,2025-09-28 00:00:00,15.855406,74.56277,The complainant's confidential business data was allegedly copied and misused by a former employee.
261,300050127202500001,202500001,2025-05-21,78,127,3,1,3,13,1,,2025-05-20 00:00:00,2025-05-21 00:00:00,2025-05-21 00:00:00,12.968661,77.530733,The complainant reported that a former business partner made unwelcome advances and passed lewd remarks towards her near Station Road.
262,200220165202500001,202500001,2025-10-11,139,165,2,2,8,34,2,37,2025-10-06 00:00:00,2025-10-07 00:00:00,2025-10-09 00:00:00,12.331421,76.669379,The accused was apprehended near Station Road while allegedly peddling narcotic substances to local youth.
263,100270177202500002,202500002,2025-12-21,75,177,1,2,1,4,7,28,2025-12-21 00:00:00,2025-12-21 00:00:00,2025-12-21 00:00:00,13.37049,74.801402,"The complainant stated that his neighbour assaulted them near Gandhi Nagar following an argument over an extramarital affair suspicion, causing hurt."
264,100170156202500002,202500002,2025-01-18,1,156,1,3,2,55,3,1,2025-01-13 00:00:00,2025-01-14 00:00:00,2025-01-15 00:00:00,17.385228,76.770866,"The complainant, a woman walking near College Road, reported that two men on a motorcycle snatched her gold chain and sped away towards Railway Station Road."
265,100270177202400002,202400002,2024-08-17,75,177,1,2,1,4,1,,2024-08-16 00:00:00,2024-08-17 00:00:00,2024-08-17 00:00:00,13.349606,74.753637,"The complainant stated that a former business partner assaulted them near Bus Stand Road following an argument over an extramarital affair suspicion, causing hurt."
266,100050116202500005,202500005,2025-04-24,10,116,1,2,15,52,8,,2025-04-19 00:00:00,2025-04-19 00:00:00,2025-04-22 00:00:00,12.957284,77.503039,The complainant alleged being threatened with dire consequences by a former business partner over a dispute regarding an extramarital affair suspicion.
267,800140149202400001,202400001,2024-11-11,129,149,8,1,3,13,2,1,2024-11-06 00:00:00,2024-11-06 00:00:00,2024-11-11 00:00:00,15.474137,75.597718,The complainant reported that a known acquaintance made unwelcome advances and passed lewd remarks towards her near MG Road.
268,100240174202500001,202500001,2025-01-12,102,174,1,2,8,33,1,,2025-01-11 00:00:00,2025-01-12 00:00:00,2025-01-12 00:00:00,12.778062,77.332393,"A police patrol near Bus Stand Road intercepted a vehicle and recovered narcotic substances weighing 1.4 kg, suspected to be in transit for sale."
269,100010103202400002,202400002,2024-07-14,72,103,1,3,6,23,2,1,2024-07-10 00:00:00,2024-07-10 00:00:00,2024-07-12 00:00:00,16.150549,75.684066,"The complainant paid an advance of Rs 319,000 to the accused for unpaid loan which was never delivered as promised."
270,100050115202600002,202600002,2026-02-15,162,115,1,2,13,47,2,35,2026-02-11 00:00:00,2026-02-13 00:00:00,2026-02-14 00:00:00,12.981781,77.611783,The complainant reported an incident related to crimes related to documents/property occurring near Ring Road. Investigation is underway to ascertain further facts.
271,100230173202500002,202500002,2025-08-13,47,173,1,2,7,31,1,,2025-08-08 00:00:00,2025-08-08 00:00:00,2025-08-11 00:00:00,16.251601,77.335508,"The complainant clicked a fraudulent link received via SMS and lost Rs 145,000 from their bank account."
272,100240174202400002,202400002,2024-01-10,102,174,1,2,1,1,2,25,2024-01-10 00:00:00,2024-01-11 00:00:00,2024-01-10 00:00:00,12.777678,77.245122,"The complainant reported that Anitha was found dead with injuries near Bus Stand Road, allegedly assaulted by her husband following a dispute over past enmity."
273,100310181202600002,202600002,2026-04-25,150,181,1,2,11,41,7,32,2026-04-23 00:00:00,2026-04-25 00:00:00,2026-04-25 00:00:00,16.764351,77.190177,The victim was hit by an unidentified vehicle near Bus Stand Road and sustained injuries; the driver fled the scene.
274,100110141202400002,202400002,2024-05-27,79,141,1,3,6,26,2,12,2024-05-26 00:00:00,2024-05-28 00:00:00,2024-05-27 00:00:00,12.891726,74.881482,"The complainant's bank account was debited for Rs 238,000 through fraudulent means allegedly involving the accused."
275,100050115202600003,202600003,2026-05-02,162,115,1,2,4,18,1,,2026-04-30 00:00:00,2026-05-02 00:00:00,2026-05-02 00:00:00,13.026114,77.685964,The complainant reported an incident related to crimes against children occurring near MG Road. Investigation is underway to ascertain further facts.
276,100030109202400003,202400003,2024-11-19,143,109,1,2,7,28,1,,2024-11-17 00:00:00,2024-11-17 00:00:00,2024-11-18 00:00:00,15.832535,74.520947,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 179,000."
277,100100137202500001,202500001,2025-09-26,111,137,1,3,8,32,1,,2025-09-20 00:00:00,2025-09-22 00:00:00,2025-09-25 00:00:00,14.288862,76.450284,Police intercepted the accused near MG Road and recovered 5.9 kg of ganja from their possession.
278,100050125202500002,202500002,2025-01-03,178,125,1,2,1,1,5,,2024-12-28 00:00:00,2024-12-28 00:00:00,2025-01-03 00:00:00,13.061882,77.657874,"The complainant reported that Manoj was found dead with injuries near Industrial Layout, allegedly assaulted by her husband following a dispute over a family dispute."
279,200050128202400002,202400002,2024-11-20,43,128,2,3,3,15,2,34,2024-11-20 00:00:00,2024-11-20 00:00:00,2024-11-20 00:00:00,12.934846,77.699564,"The victim was attacked with a corrosive substance by the accused near Industrial Layout, sustaining burn injuries."
280,100170155202400002,202400002,2024-06-07,1,155,1,2,3,14,7,1,2024-06-07 00:00:00,2024-06-08 00:00:00,2024-06-07 00:00:00,17.381852,76.816187,The complainant stated that the accused has been following and contacting her repeatedly near Temple Street despite objection.
281,300070131202400001,202400001,2024-08-03,37,131,3,2,8,34,2,1,2024-07-28 00:00:00,2024-07-28 00:00:00,2024-07-30 00:00:00,11.935877,76.99192,The accused was apprehended near Main Bazaar while allegedly peddling narcotic substances to local youth.
282,400250175202600001,202600001,2026-05-19,125,175,4,2,6,25,7,26,2026-05-17 00:00:00,2026-05-17 00:00:00,2026-05-17 00:00:00,13.971436,75.529319,The complainant reported that the accused forged signatures on documents related to an extramarital affair suspicion to gain wrongful benefit.
283,100230173202400002,202400002,2024-06-07,47,173,1,1,2,8,1,,2024-05-31 00:00:00,2024-06-02 00:00:00,2024-06-02 00:00:00,16.159629,77.356612,"A group of armed persons robbed the complainant's shop at Ring Road, decamping with cash and goods worth Rs 17,000."
284,300100138202400001,202400001,2024-04-10,86,138,3,2,6,26,2,11,2024-04-06 00:00:00,2024-04-06 00:00:00,2024-04-06 00:00:00,14.194037,76.443197,"The complainant's bank account was debited for Rs 134,000 through fraudulent means allegedly involving the accused."
285,100030109202400004,202400004,2024-03-13,13,109,1,2,2,8,1,,2024-03-10 00:00:00,2024-03-11 00:00:00,2024-03-13 00:00:00,15.820682,74.518486,"A group of armed persons robbed the complainant's shop at College Road, decamping with cash and goods worth Rs 127,000."
286,100050119202600001,202600001,2026-04-05,175,119,1,1,7,31,3,40,2026-04-02 00:00:00,2026-04-04 00:00:00,2026-04-05 00:00:00,13.013049,77.612075,"The complainant clicked a fraudulent link received via SMS and lost Rs 306,000 from their bank account."
287,300030108202500001,202500001,2025-12-28,85,108,3,2,8,32,2,38,2025-12-24 00:00:00,2025-12-26 00:00:00,2025-12-27 00:00:00,15.871016,74.586371,Police intercepted the accused near College Road and recovered 3.9 kg of ganja from their possession.
288,100110139202600001,202600001,2026-05-09,149,139,1,2,10,38,2,39,2026-05-05 00:00:00,2026-05-07 00:00:00,2026-05-08 00:00:00,12.851289,74.855941,"A group gathered near College Road in violation of prohibitory orders, leading to a law and order situation."
289,400200161202500001,202500001,2025-03-08,19,161,4,2,13,47,1,,2025-03-01 00:00:00,2025-03-03 00:00:00,2025-03-07 00:00:00,15.367029,76.161362,The complainant reported an incident related to crimes related to documents/property occurring near College Road. Investigation is underway to ascertain further facts.
290,100120146202400001,202400001,2024-06-06,131,146,1,3,1,5,2,1,2024-06-01 00:00:00,2024-06-02 00:00:00,2024-06-05 00:00:00,14.424232,75.921979,The victim sustained grievous injuries after being attacked with a knife by her in-laws near Temple Street over unpaid loan.
291,500260176202500001,202500001,2025-07-02,52,176,5,2,2,6,1,,2025-06-25 00:00:00,2025-06-25 00:00:00,2025-07-02 00:00:00,13.386962,77.097355,"The complainant's mobile phone was stolen from outside their residence at Market area, valued at approximately Rs 308,000."
292,100110141202400003,202400003,2024-04-30,79,141,1,2,1,3,7,1,2024-04-26 00:00:00,2024-04-26 00:00:00,2024-04-28 00:00:00,12.861528,74.824015,"The complainant reported that Kavya died following an altercation with his neighbour near Railway Station Road, suspected to involve a financial transaction."
293,100200162202400001,202400001,2024-08-18,108,162,1,2,5,21,1,,2024-08-16 00:00:00,2024-08-17 00:00:00,2024-08-17 00:00:00,15.319602,76.206843,The complainant reported an incident related to crimes against scs/sts occurring near APMC Yard. Investigation is underway to ascertain further facts.
294,100230173202500003,202500003,2025-04-06,47,173,1,2,2,8,2,1,2025-04-04 00:00:00,2025-04-05 00:00:00,2025-04-06 00:00:00,16.161399,77.390065,"A group of armed persons robbed the complainant's shop at Church Street, decamping with cash and goods worth Rs 135,000."
295,100050116202500006,202500006,2025-09-22,10,116,1,2,14,50,1,,2025-09-20 00:00:00,2025-09-22 00:00:00,2025-09-22 00:00:00,12.994755,77.649264,The complainant reported that the accused outraged her modesty near Church Street.
296,800060130202500001,202500001,2025-08-31,154,130,8,1,1,3,5,,2025-08-28 00:00:00,2025-08-30 00:00:00,2025-08-31 00:00:00,17.875723,77.543082,"The complainant reported that Lakshmi died following an altercation with an unidentified assailant near Station Road, suspected to involve a property dispute."
297,100050126202500001,202500001,2025-11-08,69,126,1,2,1,3,5,,2025-11-08 00:00:00,2025-11-08 00:00:00,2025-11-08 00:00:00,13.022753,77.654203,"The complainant reported that Suresh died following an altercation with her husband near Bus Stand Road, suspected to involve a property dispute."
298,100180158202400001,202400001,2024-10-16,144,158,1,2,2,6,2,1,2024-10-09 00:00:00,2024-10-09 00:00:00,2024-10-14 00:00:00,12.478464,75.746626,"The complainant reported that unknown persons broke into their house at Gandhi Nagar and stole gold jewellery worth Rs 380,000 and cash. The incident occurred while the family was away."
299,100050117202400005,202400005,2024-02-28,41,117,1,1,3,14,6,,2024-02-24 00:00:00,2024-02-24 00:00:00,2024-02-28 00:00:00,13.006506,77.544667,The complainant stated that the accused has been following and contacting her repeatedly near College Road despite objection.
300,100060130202500003,202500003,2025-12-16,179,130,1,2,1,3,1,,2025-12-12 00:00:00,2025-12-12 00:00:00,2025-12-15 00:00:00,17.877552,77.470702,"The complainant reported that Suresh died following an altercation with her husband near Bus Stand Road, suspected to involve land boundary issues."
301,300270177202400001,202400001,2024-01-17,75,177,3,2,5,21,1,,2024-01-10 00:00:00,2024-01-10 00:00:00,2024-01-17 00:00:00,13.280258,74.732442,The complainant reported an incident related to crimes against scs/sts occurring near Ring Road. Investigation is underway to ascertain further facts.
302,100080134202600001,202600001,2026-01-08,99,134,1,1,3,12,3,9,2026-01-03 00:00:00,2026-01-05 00:00:00,2026-01-08 00:00:00,13.374296,77.724204,The complainant alleged repeated physical and mental harassment by her husband over dowry-related demands at their residence in College Road.
303,100300180202600001,202600001,2026-05-29,1,180,1,1,13,47,1,,2026-05-24 00:00:00,2026-05-24 00:00:00,2026-05-24 00:00:00,16.882292,75.751545,The complainant reported an incident related to crimes related to documents/property occurring near APMC Yard. Investigation is underway to ascertain further facts.
304,300280178202500003,202500003,2025-12-30,9,178,3,2,2,8,6,,2025-12-30 00:00:00,2026-01-01 00:00:00,2025-12-30 00:00:00,14.838569,74.73217,"A group of armed persons robbed the complainant's shop at Railway Station Road, decamping with cash and goods worth Rs 418,000."
305,100260176202500005,202500005,2025-08-04,52,176,1,2,6,24,2,1,2025-07-31 00:00:00,2025-08-02 00:00:00,2025-08-04 00:00:00,13.338078,77.11896,"The complainant alleged that the accused, entrusted with funds of Rs 58,000 for land boundary issues, misappropriated the amount."
306,100310181202600003,202600003,2026-02-23,150,181,1,2,15,54,2,1,2026-02-21 00:00:00,2026-02-21 00:00:00,2026-02-23 00:00:00,16.745126,77.093776,The complainant reported an incident related to other ipc crimes occurring near Railway Station Road. Investigation is underway to ascertain further facts.
307,200050127202500001,202500001,2025-09-18,78,127,2,2,6,25,2,34,2025-09-17 00:00:00,2025-09-19 00:00:00,2025-09-18 00:00:00,12.956595,77.660945,The complainant reported that the accused forged signatures on documents related to a family dispute to gain wrongful benefit.
308,200050125202500001,202500001,2025-08-19,98,125,2,2,6,26,2,1,2025-08-18 00:00:00,2025-08-18 00:00:00,2025-08-19 00:00:00,12.99947,77.551745,"The complainant's bank account was debited for Rs 324,000 through fraudulent means allegedly involving the accused."
309,100220165202400004,202400004,2024-05-21,139,165,1,2,3,14,3,1,2024-05-21 00:00:00,2024-05-23 00:00:00,2024-05-21 00:00:00,12.332307,76.638894,The complainant stated that the accused has been following and contacting her repeatedly near College Road despite objection.
310,400090135202400002,202400002,2024-01-08,11,135,4,3,1,3,2,10,2024-01-05 00:00:00,2024-01-07 00:00:00,2024-01-07 00:00:00,13.27567,75.813929,"The complainant reported that Lakshmi died following an altercation with a known acquaintance near Church Street, suspected to involve unpaid loan."
311,300150151202600001,202600001,2026-03-25,110,151,3,1,3,15,1,,2026-03-24 00:00:00,2026-03-26 00:00:00,2026-03-25 00:00:00,12.993042,76.08659,"The victim was attacked with a corrosive substance by the accused near APMC Yard, sustaining burn injuries."
312,400050115202600002,202600002,2026-02-05,83,115,4,1,3,14,2,40,2026-02-05 00:00:00,2026-02-07 00:00:00,2026-02-05 00:00:00,12.921708,77.592603,The complainant stated that the accused has been following and contacting her repeatedly near Station Road despite objection.
313,300020104202500001,202500001,2025-04-03,148,104,3,2,8,32,1,,2025-03-30 00:00:00,2025-03-31 00:00:00,2025-04-01 00:00:00,15.144386,76.87445,Police intercepted the accused near Church Street and recovered 4.6 kg of ganja from their possession.
314,300070132202500001,202500001,2025-04-05,66,132,3,1,3,13,1,,2025-04-03 00:00:00,2025-04-05 00:00:00,2025-04-05 00:00:00,11.888059,76.981002,The complainant reported that her in-laws made unwelcome advances and passed lewd remarks towards her near Market area.
315,100230173202500004,202500004,2025-07-11,47,173,1,2,7,27,5,,2025-07-10 00:00:00,2025-07-12 00:00:00,2025-07-11 00:00:00,16.160605,77.39288,"The complainant received a call from an unknown person claiming to be a bank official, who obtained OTP details and transferred Rs 80,000 from the complainant's account."
316,100050116202500007,202500007,2025-01-13,10,116,1,2,13,47,6,,2025-01-11 00:00:00,2025-01-11 00:00:00,2025-01-12 00:00:00,13.023159,77.623923,The complainant reported an incident related to crimes related to documents/property occurring near Market area. Investigation is underway to ascertain further facts.
317,100030106202400001,202400001,2024-08-07,77,106,1,2,7,29,1,,2024-08-03 00:00:00,2024-08-05 00:00:00,2024-08-07 00:00:00,15.804168,74.507432,The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.
318,100190159202600001,202600001,2026-05-19,141,159,1,3,6,23,2,1,2026-05-12 00:00:00,2026-05-13 00:00:00,2026-05-13 00:00:00,13.164438,78.07448,"The complainant paid an advance of Rs 160,000 to the accused for a business partnership which was never delivered as promised."
319,400220167202500001,202500001,2025-03-25,38,167,4,1,7,28,2,23,2025-03-25 00:00:00,2025-03-26 00:00:00,2025-03-25 00:00:00,12.33268,76.661277,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 124,000."
320,200030106202400001,202400001,2024-07-18,156,106,2,2,7,28,1,,2024-07-11 00:00:00,2024-07-13 00:00:00,2024-07-13 00:00:00,15.895047,74.529536,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 267,000."
321,800220170202400001,202400001,2024-08-09,68,170,8,2,6,26,6,,2024-08-06 00:00:00,2024-08-06 00:00:00,2024-08-06 00:00:00,12.323236,76.609732,"The complainant's bank account was debited for Rs 83,000 through fraudulent means allegedly involving the accused."
322,100180157202500003,202500003,2025-08-25,63,157,1,2,2,55,2,1,2025-08-23 00:00:00,2025-08-24 00:00:00,2025-08-24 00:00:00,12.471432,75.761336,"The complainant, a woman walking near Ring Road, reported that two men on a motorcycle snatched her gold chain and sped away towards New Extension."
323,400110144202500002,202500002,2025-05-04,95,144,4,3,2,8,7,39,2025-04-27 00:00:00,2025-04-28 00:00:00,2025-04-30 00:00:00,12.877942,74.887702,"A group of armed persons robbed the complainant's shop at Gandhi Nagar, decamping with cash and goods worth Rs 124,000."
